model,resp_id,orig_idx,domain,mean_surprisal,n_ans,gap,jsd_noctx,chunk_drops,chunk_jsds,label
ragbench_Qwen2.5-0.5B-Instruct,611,611,pubmedqa,1.0512802600860596,110,1.1379727125167847,0.16848532855510712,"[0.8739387483730586, 0.19102441008075072, 0.37110059660891154, 0.015820629376023795, 0.0021926989635341503]","[0.10671778154866006, 0.04706666785345988, 0.042717561025785306, 0.00468176534582612, 0.007404842006914175]",0
ragbench_Qwen2.5-0.5B-Instruct,612,612,pubmedqa,1.208854079246521,111,0.8974868059158325,0.1381380707025528,"[0.2082103661787187, -0.008157178016624236, 0.824513711391835, -0.02748248036503126, 0.00011920313821204357]","[0.03577638515430526, 0.006654792968158043, 0.09016547961958502, 0.012664316543876581, 0.004745675175205724]",0
ragbench_Qwen2.5-0.5B-Instruct,613,613,finqa,1.0569491386413574,28,0.24457798898220062,0.03455285355448723,"[-0.0018043590479075128, -0.015747588153447265, -0.013302196149717409, 0.020805305992325884, 0.19398264766160928]","[0.001088477871897047, 0.001415982580803237, 0.001498726211241522, 0.002248942538295345, 0.017384159620965938]",0
ragbench_Qwen2.5-0.5B-Instruct,614,614,pubmedqa,1.1937222480773926,138,0.6266332268714905,0.12300163507461548,"[0.02760255949261176, -0.021894810757101077, 0.12710059116506128, 0.45499634578176434, -0.07270105254968527]","[0.012217111175543267, 0.0078945914364615, 0.02869463611045089, 0.056197810509935976, 0.02055291641754947]",0
ragbench_Qwen2.5-0.5B-Instruct,615,615,techqa,1.6743823289871216,96,0.11603517085313797,0.028178369626402855,"[0.03150891926541988, 0.005175729101774588, 0.007073212511073734, 0.01816426648941416]","[0.00985445602268653, 0.001262459847611197, 0.0013702809246831649, 0.001579244769286318]",0
ragbench_Qwen2.5-0.5B-Instruct,616,616,finqa,0.7190920114517212,200,0.1740904450416565,0.0513191856443882,"[0.08664612754225118, 0.06892396714460575, 0.02112742301614162, 0.012209879660042588]","[0.019322162204947518, 0.02592425035150967, 0.0026769964748039853, 0.0013450452934355894]",0
ragbench_Qwen2.5-0.5B-Instruct,617,617,pubmedqa,1.0448400974273682,200,1.1393214464187622,0.18711690604686737,"[0.1600522898888113, 0.06418398052840076, 0.33674952432177635, 0.17552621841211816, 0.04361124524880324]","[0.028289713242866305, 0.01523530775666849, 0.050887938536852174, 0.04507205302318235, 0.020869231996111424]",0
ragbench_Qwen2.5-0.5B-Instruct,618,618,hotpotqa,0.4591505229473114,36,1.7964662313461304,0.32536202669143677,"[0.06656166738462667, 1.991423278112456, 0.054682523349886956, 0.04697823103641793, 0.055601037068198716]","[0.01032626345898772, 0.3330862027618827, 0.0025169463681512147, 0.004714751622098372, 0.004424657355242643]",0
ragbench_Qwen2.5-0.5B-Instruct,619,619,pubmedqa,1.1871541738510132,99,0.4908853769302368,0.10405062884092331,"[-0.03954368434356046, 0.031157510494938263, 0.074061314657541, 0.011892631629061817, -0.00946174238138477]","[0.010636361544686564, 0.022942466657943528, 0.01701995704110291, 0.019407598212173888, 0.011357882809743203]",0
ragbench_Qwen2.5-0.5B-Instruct,620,620,pubmedqa,1.1885669231414795,97,0.5399609208106995,0.12930770218372345,"[-0.08403149295353728, -0.030493806538841678, 0.0045217053413988155, 0.42332105039505347, -0.01435449751991505]","[0.01324616065502102, 0.006448640663011007, 0.01631700490057215, 0.06992595531568653, 0.009725607380614109]",0
ragbench_Qwen2.5-0.5B-Instruct,621,621,hotpotqa,0.8849772214889526,19,-0.05600793659687042,0.031785301864147186,"[0.0268755543342865, -0.06333177935218708, 0.0527697085919116, -0.03221939013287498, 0.009707503712362316]","[0.011597719137482369, 0.016754936132297428, 0.005708735118284829, 0.006046118273604263, 0.024047275721769484]",0
ragbench_Qwen2.5-0.5B-Instruct,622,622,finqa,0.4594417214393616,124,0.24225540459156036,0.06461863964796066,"[-0.007586428952560797, -0.011004646597763396, -0.023285557462193008, -0.007457018067967628, 0.2824459255519859]","[0.0005918028055827651, 0.0008313245976921276, 0.001126373980619816, 0.0006875298918157202, 0.05196456199754833]",0
ragbench_Qwen2.5-0.5B-Instruct,623,623,pubmedqa,0.9649454951286316,189,0.663548469543457,0.13422688841819763,"[0.1097706261754827, 0.4523409791398408, -0.023182418226138743, -0.03048320544519657, -0.015084685853493785]","[0.026439506188210175, 0.07963915585401322, 0.0044356554880054045, 0.00348372047727136, 0.003097965595066124]",0
ragbench_Qwen2.5-0.5B-Instruct,624,624,pubmedqa,1.5479638576507568,89,0.25283581018447876,0.10509640723466873,"[-0.01899183683840573, 0.08353150596585794, 0.10786665936822747, -0.017307675944537325]","[0.017197539102132047, 0.03832496971620705, 0.022098712185035427, 0.004719736662420647]",0
ragbench_Qwen2.5-0.5B-Instruct,625,625,pubmedqa,1.444668173789978,116,0.6935403943061829,0.1193414032459259,"[0.15267392277456596, 0.0051352408041676146, -0.029468782110472665, 0.3251201441407673, -0.054799033067822696]","[0.02572790582083047, 0.013223840479042792, 0.013571558897623223, 0.05073748096625116, 0.005745236130426312]",0
ragbench_Qwen2.5-0.5B-Instruct,626,626,finqa,0.7511758804321289,112,0.1536000669002533,0.07011006027460098,"[0.011582655368394106, 0.07853714714104042, 0.024985467786239366, 0.029967944121803418, 0.0031666222544605]","[0.00688858704142703, 0.046333622545865136, 0.002044694159692487, 0.0018653171655118278, 0.0013158777694941243]",0
ragbench_Qwen2.5-0.5B-Instruct,627,627,techqa,1.2311240434646606,200,0.14711835980415344,0.05185743421316147,"[0.15572697340371064, 0.0013700219032182304, -0.003734810214060644, -0.00016717228735956268]","[0.044056281669361395, 0.0052543657379364814, 0.0008951892003229033, 0.0006494339630084767]",0
ragbench_Qwen2.5-0.5B-Instruct,628,628,hotpotqa,0.6846334338188171,46,0.6507440209388733,0.10131122916936874,"[-0.015028673259660971, 0.6763021057891108, -0.015517197934098911, -0.023421501720329852]","[0.011854009314561154, 0.1033923730039147, 0.006185207546057269, 0.004464711093488483]",0
ragbench_Qwen2.5-0.5B-Instruct,629,629,finqa,0.8405584692955017,78,0.0667581707239151,0.08879607170820236,"[0.00933779951174074, 0.0018633205208271437, 0.24552975364634058, -0.00788309605925464, 0.002332437211687368]","[0.0012829019608736813, 0.0013852800303358237, 0.05827595322406646, 0.0022982491982671805, 0.0006203754070624584]",0
ragbench_Qwen2.5-0.5B-Instruct,630,630,pubmedqa,0.7563245296478271,200,1.4934303760528564,0.21310016512870789,"[0.652447708133359, 0.7259010321107598, 0.15190608361099975, 0.011601390437975851, 0.011395723949819967]","[0.0913783182359647, 0.09894302900129844, 0.02777642705846077, 0.003721082669482101, 0.0029628316833444045]",0
ragbench_Qwen2.5-0.5B-Instruct,631,631,covidqa,0.9382067918777466,39,1.3646396398544312,0.23765602707862854,"[-0.11098771050591238, 1.4644726487503459, -0.00023607941989795133, 0.06496809693812676]","[0.009747309900772869, 0.2041566227682126, 0.011936308279187412, 0.00817579320757143]",0
ragbench_Qwen2.5-0.5B-Instruct,632,632,hotpotqa,2.1278092861175537,17,0.7326456308364868,0.13215528428554535,"[0.23447715080178835, -0.024487713132711017, -0.06140236170305049, 0.6867604167063666, 0.004751190050121616]","[0.07421509503825184, 0.012212695418651599, 0.00933808131958358, 0.0346236796133727, 0.062251960675519726]",0
ragbench_Qwen2.5-0.5B-Instruct,633,633,covidqa,0.7167523503303528,72,2.1024601459503174,0.2955639064311981,"[0.0622032741751026, 0.29568032311666076, 0.46083798506752927, -0.006650463326789375, 0.31244906216481166]","[0.013403018035114221, 0.053262670690666404, 0.08437368403027337, 0.0022646229107263277, 0.054645244651872815]",0
ragbench_Qwen2.5-0.5B-Instruct,634,634,finqa,0.5480204224586487,153,0.13391391932964325,0.041965264827013016,"[-0.0060695031494348165, -0.0021495210441898117, -0.009229414403571012, -0.012852912318031661, 0.12217194327049168]","[0.000836314574757979, 0.0005761502388047709, 0.0005154428321679804, 0.0006617029081155207, 0.034632102092848414]",0
ragbench_Qwen2.5-0.5B-Instruct,635,635,finqa,0.8507147431373596,121,0.24779126048088074,0.07998500019311905,"[-0.0031867828203743075, 0.014793904150724865, 0.017586647913507596, 0.22592639417305405, -0.005167953977449114]","[0.0017965188523448926, 0.0009692192649982768, 0.0009590698947707187, 0.061546205119319165, 0.0020143496396740805]",0
ragbench_Qwen2.5-0.5B-Instruct,636,636,finqa,1.061875581741333,31,0.06841786950826645,0.09370539337396622,"[-0.01507610374365105, 0.020188243101694252, 0.15263620625373805, 0.01788200435261857, 0.0030881858949302816]","[0.0018229750931055833, 0.0009396658804111132, 0.08251125549231661, 0.0009261280128214366, 0.0006723120942547395]",0
ragbench_Qwen2.5-0.5B-Instruct,637,637,finqa,0.46416613459587097,200,0.033870309591293335,0.027432160452008247,"[-0.020110104627735267, -0.0068932822522015155, -0.019558491724320105, 0.060222680602829544, -0.018877610480535056]","[0.001365973335207542, 0.0009602876055201648, 0.002620357372302493, 0.018627052842270064, 0.0015588568541689796]",0
ragbench_Qwen2.5-0.5B-Instruct,638,638,techqa,1.0719332695007324,126,-0.09829714149236679,0.05979497730731964,"[-0.023139386109144813, 0.020617804654402935, -0.0027297960696304226, -0.055938258601080246]","[0.006156674935389959, 0.019537919065517, 0.0056379230774962616, 0.0070249611690225075]",0
ragbench_Qwen2.5-0.5B-Instruct,639,639,pubmedqa,1.275671124458313,121,0.4827403128147125,0.0804024189710617,"[0.33131502295067594, -0.010780412154553014, -0.010285384537480638, -0.021363404396930297, 0.21618139324996902]","[0.03381222174262588, 0.001678655798721871, 0.0027714405815738082, 0.007075831765283709, 0.023346740383735513]",0
ragbench_Qwen2.5-0.5B-Instruct,640,640,pubmedqa,0.8740596175193787,200,0.8937175273895264,0.16316361725330353,"[0.5092920292462213, 0.34518080823944275, 0.10271943000472902, -0.005436970146784006, -0.0010433169320890555]","[0.09667927777343323, 0.05176429836676711, 0.02027180433949475, 0.0030443109909029076, 0.003090357851942791]",0
ragbench_Qwen2.5-0.5B-Instruct,641,641,pubmedqa,0.6991793513298035,70,1.0791990756988525,0.16172224283218384,"[0.07154971895808038, 0.21793719778132592, 0.41602187320323925, -0.05571676397667034]","[0.023195123037112353, 0.03158140361166163, 0.055340928738019914, 0.012866757254031264]",0
ragbench_Qwen2.5-0.5B-Instruct,642,642,finqa,0.7997551560401917,54,0.1652054637670517,0.08123944699764252,"[-0.046719294522315775, 0.041437942934368054, 0.07277043953425803, 0.20960687194514727, -0.006708854034019185]","[0.005291906235137739, 0.007325595104064136, 0.010245226578303627, 0.04929800778871317, 0.0036387701505352275]",0
ragbench_Qwen2.5-0.5B-Instruct,643,643,techqa,1.5372638702392578,181,0.1166217252612114,0.04733140394091606,"[0.07684370373881293, 0.002087171270587779, -0.0016406841701881005, -0.017803028738582412]","[0.016874369353672907, 0.000940692210751726, 0.0006638558921045863, 0.014211416683521123]",0
ragbench_Qwen2.5-0.5B-Instruct,644,644,finqa,0.7733066082000732,150,0.11941121518611908,0.0673942118883133,"[0.014849824329301858, 0.022548336678769373, 0.00789416244422455, 0.056332860393272316, 0.01852489005123895]","[0.002274177454463692, 0.0016739101148685147, 0.0012470880691861908, 0.0530849134023984, 0.0018928565518210878]",0
ragbench_Qwen2.5-0.5B-Instruct,645,645,pubmedqa,0.9453801512718201,200,0.49076470732688904,0.08447524905204773,"[0.4814924612402137, -0.020407439499149405, -0.012483775186101411, -0.022512257409257472, -0.022098302021245218]","[0.06862623456320932, 0.004742171527742265, 0.0038688079669955047, 0.0028149694011165138, 0.0024069763859644057]",0
ragbench_Qwen2.5-0.5B-Instruct,647,647,pubmedqa,0.7624359130859375,200,1.2649130821228027,0.18529947102069855,"[0.2683115602398766, -0.013692175438839058, 0.4659363812313927, 0.16758233789057614]","[0.04382014639513301, 0.009020863608287187, 0.07421868419154229, 0.022657432205505045]",0
ragbench_Qwen2.5-0.5B-Instruct,648,648,hotpotqa,1.0740163326263428,20,0.43201082944869995,0.06772013008594513,"[-0.008429752662414103, 0.3005126947078679, -0.09244363856050768, 0.03194038315450598, -0.0020636500106775203]","[0.0071548144708799555, 0.03852087451466559, 0.0506715380636706, 0.003414851886691395, 0.006277004034654965]",0
ragbench_Qwen2.5-0.5B-Instruct,649,649,pubmedqa,0.9443767666816711,200,0.4884438216686249,0.09962698817253113,"[0.13800811029275337, -0.01363307997323318, 0.18236315406731593, 0.007707460111300861, 0.0054432037280912485]","[0.028186934191895857, 0.005775924413791529, 0.03374135103466983, 0.0029672699188288475, 0.003190479467832148]",0
ragbench_Qwen2.5-0.5B-Instruct,650,650,delucionqa,0.8187689781188965,200,1.3217763900756836,0.21200843155384064,"[0.03128230668716242, 0.05317594502183965, 0.046879503084974204, 0.021306657646027814, 0.4897034071080179]","[0.015062849818607447, 0.00646869002890611, 0.00653201929060458, 0.006263181648635339, 0.06587529455693271]",0
ragbench_Qwen2.5-0.5B-Instruct,651,651,pubmedqa,1.3694859743118286,78,0.5897508263587952,0.12087710946798325,"[-0.060071039911725584, -0.05586957947479021, 0.03927250493180532, 0.07515759351339604, -0.06344675846314483]","[0.020533776124513025, 0.01250287692750053, 0.02894581312811467, 0.014804114733224903, 0.00859742714319859]",0
ragbench_Qwen2.5-0.5B-Instruct,652,652,pubmedqa,1.3301424980163574,114,1.0543081760406494,0.178437739610672,"[0.17983951311034935, 0.22956262561416352, 0.05449670409521595, 0.022089105357576556, 0.4851325526038444]","[0.023042139535066366, 0.031044149131832312, 0.024119776533263592, 0.010683182668657807, 0.051621861079386315]",0
ragbench_Qwen2.5-0.5B-Instruct,653,653,covidqa,1.1432231664657593,37,2.379119873046875,0.32525378465652466,"[0.31904394318769697, 1.6962006504496407, 0.0019586990725853153, 0.015127920899603114]","[0.029348853307326225, 0.21276829803753425, 0.0029386004477994386, 0.003162885821082553]",0
ragbench_Qwen2.5-0.5B-Instruct,654,654,hotpotqa,0.7521126866340637,32,0.8593188524246216,0.14571234583854675,"[0.13668540440903598, 0.1605269032443175, 0.17974847358868828, 0.5971395801152539, 0.40287741119027487]","[0.03652634749482786, 0.027266735534340114, 0.02389448313388698, 0.0907978645213916, 0.06678710703454271]",0
ragbench_Qwen2.5-0.5B-Instruct,655,655,finqa,0.4905168116092682,157,0.05881689861416817,0.03224219009280205,"[-0.0029788002191267807, -0.011389021750242456, 0.1228400412967852, -0.0007264998935836487, -0.0031224808434596706]","[0.0006194179869836424, 0.0005565270495963209, 0.024521380939100893, 0.0005588762225169416, 0.0004528133731578258]",0
ragbench_Qwen2.5-0.5B-Instruct,656,656,finqa,0.828883171081543,74,0.3764234483242035,0.128712996840477,"[0.3255909685479347, 0.016911143772723656, 0.02779546507284411, 0.023192341828075155]","[0.09773158855531691, 0.0010122771664496182, 0.0026113066063544466, 0.0011608592342557476]",0
ragbench_Qwen2.5-0.5B-Instruct,657,657,pubmedqa,1.0103965997695923,200,1.3278565406799316,0.2153628170490265,"[0.22891249648058876, 0.04662004451663961, 0.6634640640494763, 0.3089687147743462, 0.2036574751626904]","[0.03634493154085106, 0.014115492109704064, 0.09764384098700703, 0.05399603054319187, 0.033524197819475035]",0
ragbench_Qwen2.5-0.5B-Instruct,658,658,finqa,1.0160291194915771,200,0.07349637150764465,0.040237557142972946,"[0.02620512507653075, -0.010304569698641899, 0.003732802374588573, -0.04561784293084201, 0.04981783676453233]","[0.006385170267049176, 0.004513929024226116, 0.004782391368765673, 0.009259178543275084, 0.009829693703602942]",0
ragbench_Qwen2.5-0.5B-Instruct,659,659,hotpotqa,1.0590002536773682,27,0.3921644389629364,0.0987674668431282,"[-0.1299316331141098, 0.5043579983887159, 0.012001314391252689, 0.025754177768788026, 0.07661282921078426]","[0.02610265401783615, 0.09284845056956531, 0.01616254814628822, 0.012378562393240389, 0.009715626773565115]",0
ragbench_Qwen2.5-0.5B-Instruct,660,660,finqa,0.6052603721618652,199,0.08498475700616837,0.033639516681432724,"[-0.017640382117483956, 0.0733472580944103, -0.014786190803593242, 0.002760238635344183, -0.003885049958664889]","[0.001475758524679176, 0.021022431001975733, 0.0038734666760812694, 0.0018859789027096416, 0.0012206638771874423]",0
ragbench_Qwen2.5-0.5B-Instruct,661,661,techqa,2.11428165435791,129,-0.0547521635890007,0.03599128499627113,"[-0.04390017338571556, -0.031703434762831, -0.03490343167307352, -0.023938839398665163, 0.011599027396772191]","[0.01824758043074664, 0.003271673449367254, 0.0017228518491057292, 0.0018140371786656512, 0.007313413299236571]",0
ragbench_Qwen2.5-0.5B-Instruct,662,662,pubmedqa,0.8610719442367554,101,0.728969395160675,0.14250198006629944,"[-0.015105014112077021, -0.0463016086584451, 0.5893972688911381, -0.026813517158827137]","[0.00824260864778149, 0.009809346482585803, 0.08636620213876382, 0.006248377206217995]",0
ragbench_Qwen2.5-0.5B-Instruct,663,663,pubmedqa,0.5130866765975952,100,0.5193673372268677,0.07397598028182983,"[0.465633228549641, 0.01424180839106839, 0.01230851890075428, 0.01180417754236032]","[0.06809268751230746, 0.0009218920100893513, 0.001245231136415441, 0.0016151111698867737]",0
ragbench_Qwen2.5-0.5B-Instruct,664,664,finqa,0.6239912509918213,200,0.16121608018875122,0.040086060762405396,"[0.010716947967109718, -0.0075407656437664625, 0.06685814454976935, -0.007429689115144811]","[0.0045106269442529625, 0.0023617319565384775, 0.01393031309907144, 0.0016571972680895896]",0
ragbench_Qwen2.5-0.5B-Instruct,665,665,finqa,0.5140793323516846,188,0.1377263367176056,0.03284807503223419,"[0.11919946234086835, -0.0045019763275952135, -0.007908783892354807, 0.014573403769714754, 0.002419717447522735]","[0.025521587825795933, 0.0003450699855520459, 0.000303608784493912, 0.0016822173196366919, 0.00037905701499335706]",0
ragbench_Qwen2.5-0.5B-Instruct,666,666,finqa,0.6179938316345215,200,0.24867577850818634,0.05066685378551483,"[0.028111962378026652, 0.015588631392786035, 0.16154181907273227, 0.01935070260884913, 0.010603905526064637]","[0.004695932273608499, 0.0015436850430973691, 0.034677811929803376, 0.0020883957538402596, 0.001202961018936719]",0
ragbench_Qwen2.5-0.5B-Instruct,667,667,finqa,0.6226269006729126,200,0.11038880050182343,0.039186879992485046,"[-0.01567400668410869, -0.0052885998331271365, 0.09978052478713607, -0.005314048652558086, -0.004397270425108672]","[0.0025278017274983, 0.0027934911514343953, 0.03363976545096648, 0.0011443647071025965, 0.0015870132240866043]",0
ragbench_Qwen2.5-0.5B-Instruct,668,668,finqa,0.6609320044517517,200,0.13372564315795898,0.027783161029219627,"[0.010345451729771185, 0.009064498305856433, 0.07410484272352277, 0.007393021168626319]","[0.0037624503228207117, 0.0012854247180619893, 0.011032138444545297, 0.0015047797048796951]",0
ragbench_Qwen2.5-0.5B-Instruct,669,669,finqa,0.641400158405304,200,0.139274463057518,0.044996120035648346,"[0.01654456096644964, -0.009163218768617547, 0.1270060112136547]","[0.004327404586063856, 0.0029139228781754943, 0.029494985065507996]",0
ragbench_Qwen2.5-0.5B-Instruct,670,670,finqa,0.6681313514709473,137,0.21409626305103302,0.08398143202066422,"[0.0002637250057253295, -0.01894269050948188, -0.01024876162479903, 0.2106634989002812, -0.012951440366680925]","[0.002154258097839972, 0.002384323181193056, 0.0023109141033242444, 0.07231836450535455, 0.0017031022535660334]",0
ragbench_Qwen2.5-0.5B-Instruct,671,671,covidqa,0.9357171058654785,35,1.2334917783737183,0.1645866483449936,"[0.5380320434957476, -0.016258018514262014, 0.14718536072375302, -0.020350452712591505]","[0.08363050917931625, 0.018857427875056083, 0.014155677127671748, 0.01714017609452948]",0
ragbench_Qwen2.5-0.5B-Instruct,672,672,delucionqa,1.0917448997497559,96,0.7252481579780579,0.15084052085876465,"[0.21477419721744204, 0.10279140165929827, 0.27963600123301074, -0.011967238905810973, 0.026539559687951925]","[0.049970676059018615, 0.03078871050612027, 0.03661886691344307, 0.021359316011166623, 0.012885015879116205]",0
ragbench_Qwen2.5-0.5B-Instruct,673,673,pubmedqa,1.2305431365966797,140,1.073848843574524,0.14455771446228027,"[0.2351706771885282, 0.0041987128199382695, 0.14271039724371803, 0.49426574200870166, -0.033188989249278426]","[0.04676190636825319, 0.008599013266562646, 0.026158062853141116, 0.05029034103846308, 0.004804706153365552]",0
ragbench_Qwen2.5-0.5B-Instruct,674,674,techqa,1.947084903717041,200,0.04294842854142189,0.022751877084374428,"[0.014891676612169249, -0.009881241830444197, -0.0022256703903258315, 0.016575825495892788]","[0.011456102208785523, 0.0028531224162748003, 0.0006401113205254205, 0.003498714288919018]",0
ragbench_Qwen2.5-0.5B-Instruct,675,675,pubmedqa,0.7877951860427856,200,1.0882835388183594,0.16754268109798431,"[0.3463330204653818, 0.4121906707427357, 0.3011129907434491, -0.03417197863182139, 0.00904028584513128]","[0.0591850004035625, 0.057646363604181516, 0.04207573019311184, 0.005561321206008785, 0.0039678489861074695]",0
ragbench_Qwen2.5-0.5B-Instruct,676,676,finqa,0.618985652923584,187,0.07357499748468399,0.03281164541840553,"[0.010063593570402783, 0.06048510591324187, -0.0210873304594161, -0.023557457426909664, -0.016815450338532795]","[0.005202550491083587, 0.021148165903803775, 0.0007020401469378733, 0.0006624586180103453, 0.0011784166550099103]",0
ragbench_Qwen2.5-0.5B-Instruct,677,677,finqa,1.0875442028045654,200,0.05860185995697975,0.02604391798377037,"[0.013208124751959077, 0.002620338425290356, 0.0037069185897735226, -0.02060140021411371, 0.04986711896913675]","[0.0020654548382998427, 0.0002298746955284514, 0.0005148403137341973, 0.003284606403884425, 0.013767118385181618]",0
ragbench_Qwen2.5-0.5B-Instruct,678,678,techqa,2.1512351036071777,193,0.03846270218491554,0.03861949220299721,"[0.008584519669532997, 0.029807162900736383, 0.013328255907725302, -0.0008388413373444837, 0.007845241726023855]","[0.010702048239172325, 0.006282838987447109, 0.01016096583376269, 0.0043375398892826975, 0.0017206482453374346]",0
ragbench_Qwen2.5-0.5B-Instruct,679,679,delucionqa,0.9441640377044678,159,1.6778134107589722,0.25056856870651245,"[0.04947544293934915, 0.047821537125901446, 0.04740678397546668, 0.18829089121538586, 0.8324220247336798]","[0.007238320307979167, 0.00713855225873897, 0.007832133287557273, 0.03657915098279435, 0.14002940968035008]",0
ragbench_Qwen2.5-0.5B-Instruct,680,680,delucionqa,1.0910600423812866,98,1.2766079902648926,0.1931036412715912,"[0.011593524347573497, 0.3824616836511862, 0.5801059309715686, 0.0589329500973913, -0.03565287684610592]","[0.011891231809903618, 0.05560695958833354, 0.056506705238924884, 0.008430149024406444, 0.009985530581537446]",0
ragbench_Qwen2.5-0.5B-Instruct,681,681,finqa,1.7036020755767822,20,0.22371764481067657,0.16165128350257874,"[-0.09018407069379464, 0.02545998408459127, 0.36954032848589125, 0.027894376718904823, 0.08672433301107958]","[0.008949785498771234, 0.004189737907290691, 0.07952454464393668, 0.007591365263124317, 0.007140774002618855]",0
ragbench_Qwen2.5-0.5B-Instruct,682,682,pubmedqa,0.7535587549209595,100,1.255639910697937,0.20678667724132538,"[0.029169486401060568, 0.0017440854177039, 0.026095842399481626, 0.8818376361986157, 0.541591345904435]","[0.014054091888488074, 0.003169766107293981, 0.006634895383554067, 0.12655195776129402, 0.07155810631741474]",0
ragbench_Qwen2.5-0.5B-Instruct,683,683,finqa,1.0099279880523682,101,0.10113894939422607,0.025684010237455368,"[-0.008280770891630736, -0.0017484086176661757, -0.0014090287825611356, 0.008736335381255761, 0.003478719257460884]","[0.0022780377925377395, 0.0007374196776335438, 0.0012563822954482272, 0.0022382378054335095, 0.005858670736099364]",0
ragbench_Qwen2.5-0.5B-Instruct,684,684,pubmedqa,0.7992491126060486,200,1.0491291284561157,0.16287560760974884,"[0.07247610219314084, 0.283213759758155, 0.20040391630886462, -0.008094754558119348, -0.0036717849844080776]","[0.01090126139478727, 0.07454741445390965, 0.03875210059389609, 0.003118051034294496, 0.006176864029980323]",0
ragbench_Qwen2.5-0.5B-Instruct,685,685,pubmedqa,1.1186281442642212,67,0.8597129583358765,0.1485069841146469,"[0.7070695778360215, 0.026844552133257114, -0.017564332106099863, -0.035674788278499105]","[0.09533439817389433, 0.019746246941488254, 0.01660623251216582, 0.009892946230224168]",0
ragbench_Qwen2.5-0.5B-Instruct,686,686,finqa,0.5848221182823181,158,0.11554881930351257,0.037762612104415894,"[-0.02083774171151623, -0.005857360795784465, -0.0033021316337712788, 0.14920582366181706, -0.00025808807601571994]","[0.0019807280650908686, 0.0017314124535549218, 0.001236100506310299, 0.030034848259075243, 0.0016529180689651294]",0
ragbench_Qwen2.5-0.5B-Instruct,687,687,delucionqa,1.8109092712402344,158,0.3939680755138397,0.07479093223810196,"[-0.01561918723644892, 0.016563168837842857, -0.0018611399171714778, 0.01563566010671924, -0.0022334640694058596]","[0.01718551910260177, 0.01043447441293786, 0.006659138588123755, 0.016906723402359915, 0.014390525322639831]",0
ragbench_Qwen2.5-0.5B-Instruct,688,688,pubmedqa,0.7100557684898376,200,1.0214608907699585,0.17174960672855377,"[0.7981647206579555, 0.2311397073212106, 0.0015076961350575858, -0.006800434891255236, -0.017911179840074853]","[0.1160110392164092, 0.034189052780110175, 0.002210866550347319, 0.0034912994687796585, 0.003292307694401693]",0
ragbench_Qwen2.5-0.5B-Instruct,689,689,pubmedqa,0.8080435991287231,103,0.6022579073905945,0.10554752498865128,"[0.4173305973326138, 0.0398581817723946, 0.209258993068413, 0.022749646627320527]","[0.06352862604897049, 0.005959391644718285, 0.0315192943015254, 0.003638932339693061]",0
ragbench_Qwen2.5-0.5B-Instruct,690,690,finqa,0.6367517113685608,200,0.14753422141075134,0.05259544402360916,"[0.1792968375140481, -0.004458757993807012, -0.004250667905998853, -0.016046804700463328, -0.018173077500232466]","[0.04543813033115967, 0.0010388828980634913, 0.0023116453317773276, 0.0011821339066406722, 0.0011984032635797349]",0
ragbench_Qwen2.5-0.5B-Instruct,691,691,delucionqa,1.0642067193984985,38,1.093833565711975,0.21196456253528595,"[0.23629907234891634, 0.005171125503884947, 0.03953910476698902, 0.04456166167093263, 0.05474332548424412]","[0.030961967595622378, 0.015143836357202943, 0.005221804156483837, 0.00980414711266588, 0.01142911501208226]",0
ragbench_Qwen2.5-0.5B-Instruct,692,692,hotpotqa,1.033852458000183,27,0.8859279155731201,0.12718775868415833,"[0.40009718137266476, 0.10577865073175283, 0.08616722719640772, 0.22193046099930683, 0.3015425830208692]","[0.030321105179540255, 0.018814767518453783, 0.00495075584701465, 0.018010867734002158, 0.031159544932242617]",0
ragbench_Qwen2.5-0.5B-Instruct,693,693,delucionqa,0.7600430846214294,200,1.885483741760254,0.26738712191581726,"[0.09595832772345603, 1.2286881190740495, 0.02402293473462123, 0.04848328795661473, 0.22410043073621636]","[0.025665341620403695, 0.15869616702100472, 0.013091618934020062, 0.031074788622693177, 0.03943046118383336]",0
ragbench_Qwen2.5-0.5B-Instruct,694,694,finqa,0.5928218960762024,200,0.09057098627090454,0.041735973209142685,"[0.00849735441400469, 0.06710978865962261, -0.0012132708515355261, -0.013290846280588653, -0.005935854881370233]","[0.003078480828823409, 0.03262289937868715, 0.001028958104577562, 0.0010316093175101314, 0.0009293357856246586]",0
ragbench_Qwen2.5-0.5B-Instruct,695,695,finqa,0.6974887847900391,150,0.2066090703010559,0.053930994123220444,"[-0.04076813507628307, 0.021190673167758026, -0.01594153205585826, -0.005716998235922499, 0.1462469271659499]","[0.010824737635771176, 0.012024345489792742, 0.002735609594335339, 0.002171599946071012, 0.02148322020457518]",0
ragbench_Qwen2.5-0.5B-Instruct,696,696,pubmedqa,0.5994908809661865,77,1.0593208074569702,0.19085772335529327,"[1.0576845719297598, -0.011559807432521748, -0.021962360415343867, 0.002485079889674444]","[0.16859629965631928, 0.001618679882456006, 0.001286467423620683, 0.0029444456265802915]",0
